run,pooltype,generator_index_in_pool,coeff,energy
1,qaoa_double_pool,14,-0.7853981633974424,-4.0
1,qaoa_double_pool,27,-0.7853981633974643,-4.999999999999993
1,qaoa_double_pool,19,-0.7853981633974427,-5.999999999999991
1,qaoa_double_pool,11,-0.7853981634503662,-6.499999999999973
1,qaoa_double_pool,23,-0.7853981633974642,-7.000000000000001
